Date,Open,High,Low,Close,Volume,Open Interest
04/12/2006,170,178.13,169.6,176.48,9473500,23838320
05/12/2006,177.34,178.58,174.81,176.59,4839000,22589960
06/12/2006,177.01,177.72,172.8,176.48,3875500,21856600
07/12/2006,176,180.09,174.73,179.44,4305500,22973120
08/12/2006,179.4,179.4,173.8,174.38,3940000,22804200
11/12/2006,174.44,174.9,163,167.7,3620000,20447560
12/12/2006,168.11,171,150.2,163.21,5376500,16762220
13/12/2006,164.4,169.5,160.2,168.08,3015500,16721020
14/12/2006,168.99,172.1,167.35,169.94,3121500,17324600
15/12/2006,171.56,173.38,171.04,172.12,2339000,17722180
18/12/2006,172,178.6,166,178.19,5708000,17703640
19/12/2006,177.4,177.94,169,172.23,4265500,16671580
20/12/2006,172.4,176.22,166.32,168.04,4720000,17600640
21/12/2006,168.13,173.74,168.06,172.83,3422000,16442920
22/12/2006,172.4,173.2,169.81,172.39,1821000,15544760
26/12/2006,172,178.6,170.86,177.36,3066000,12281720
27/12/2006,176.4,183.39,176.12,181.91,5778500,7500460
28/12/2006,182.67,185.18,180.33,181.2,3851000,4124120
29/12/2006,182.64,183.8,178.66,180.35,2897000,20777160
02/01/2007,180.72,187.24,179.4,186.48,4360500,20775100
03/01/2007,189.2,192.3,187.26,187.97,6254500,20560860
04/01/2007,189.04,191.54,188.16,189,4715500,21014060
05/01/2007,189,190.94,185.4,186.79,3378500,21209760
08/01/2007,185.98,188.96,180.06,186.39,6087500,21483740
09/01/2007,199.8,199.8,180.34,182.22,3391500,22002860
10/01/2007,180.6,184.38,179.42,180.88,3609500,22278900
11/01/2007,181.02,185.54,181.02,184.96,3106000,22987540
12/01/2007,186,190.13,183.62,189.3,6411000,24192640
15/01/2007,191,191,187.61,189.96,3311000,23302720
16/01/2007,190.8,192.98,189.9,192.39,3571000,23776520
17/01/2007,191,195.8,191,193.32,3823000,23793000
18/01/2007,193.57,195.2,189.02,191.37,2734500,22756820
19/01/2007,192.4,193.34,186,190.09,3910500,19718320
22/01/2007,191.68,194.52,188.71,193.58,4458000,18004400
23/01/2007,193.68,194.4,189.4,190.57,3050500,16585060
24/01/2007,191,191.6,181.4,183.85,5944500,10712000
25/01/2007,184.8,185.9,182.8,185.18,3503500,4781260
29/01/2007,186.2,186.4,180.89,181.33,1936500,20884280
31/01/2007,181.8,182.8,175.32,176.8,3167500,21994620
01/02/2007,177.98,182.4,177.8,182.07,2751000,21170620
02/02/2007,182.8,184.6,181.28,181.7,3112000,19063240
05/02/2007,182.08,184.2,178.7,183.7,2980000,18704800
06/02/2007,184.54,184.8,182.1,183.87,2166500,18929340
07/02/2007,183.74,184.2,180.32,181.39,1836000,20453740
08/02/2007,181.8,182.75,179.38,180.32,1960500,22105860
09/02/2007,180.2,182.67,179.02,181.68,2997500,20698880
12/02/2007,182.4,182.46,173.03,175.04,2967500,19153880
13/02/2007,174.62,181.18,170,173.43,2698500,18218640
14/02/2007,172,172.6,167.19,170.96,3218000,18284560
15/02/2007,172.8,177.9,172.8,174.97,2628500,18706860
19/02/2007,175.74,176.96,173.17,174.59,2141500,16399660
20/02/2007,174.53,174.62,170.43,171.41,2351000,12749340
21/02/2007,186.4,186.4,171.07,172.15,2527000,9403900
22/02/2007,171.6,173.3,166.02,166.79,3298000,3378400
23/02/2007,170.2,170.6,161.24,163.86,2566000,18803680
26/02/2007,164.4,170.75,160.33,169.08,2252000,18156840
27/02/2007,169.4,169.7,164,165.19,1747000,18334000
28/02/2007,145,162.4,145,156.42,3690500,17359620
01/03/2007,159.8,163.05,154.22,158.54,3310000,18991140
02/03/2007,158.6,159.65,154.53,155.4,2116500,19065300
05/03/2007,154,155.2,146.03,147.84,2996000,19726560
06/03/2007,149.78,154,144.2,146.69,4562500,22056420
07/03/2007,150,151,142.7,147.93,3032500,20923420
08/03/2007,150.18,154.88,148.53,154.32,2515000,19656520
09/03/2007,154.8,156.85,149,151.61,2555000,19551460
12/03/2007,152.34,155.16,151.3,153.17,1553000,19314560
13/03/2007,153.8,155.6,151.52,155.04,1478000,18869600
14/03/2007,150.62,151,142,148.6,2420500,19149760
15/03/2007,150.4,151.68,144.88,145.6,1680500,19640040
16/03/2007,147,150.2,145.71,149.46,2752500,18758360
19/03/2007,152,154.8,149.24,154.19,1813500,18340180
20/03/2007,154.99,155.96,152.01,153.82,2072000,17845780
21/03/2007,154,156.01,152.41,155.61,1843500,17545020
22/03/2007,157.4,161.8,157,160.94,3443000,15923800
23/03/2007,161.33,161.33,157.12,158.63,2472000,15050360
26/03/2007,159.6,159.6,150.3,151.18,3205000,13583640
28/03/2007,148.4,150.2,143.82,144.36,3622000,11039540
29/03/2007,143.96,145.8,139.83,142.9,4901500,5380720
30/03/2007,145.6,147.08,143.6,146.05,3761000,20379580
02/04/2007,141.42,141.96,132.8,134.6,5760500,25723220
03/04/2007,135,137.4,134.48,136.29,3252500,25094920
04/04/2007,137.88,138.25,134,136.48,3466000,24297700
05/04/2007,136.2,139.36,135.3,137.43,3346500,23313020
09/04/2007,138.78,142.5,138.71,141.25,3048000,23290360
10/04/2007,141.96,145,141.41,144.22,4139500,21951360
11/04/2007,144.4,146.17,142.67,144.46,2868000,21277740
12/04/2007,143.22,143.74,141.8,142.26,2289500,21314820
13/04/2007,142.4,146,141.02,145.57,3498500,20097360
16/04/2007,146.3,150.45,146.3,149.94,2571500,18113580
17/04/2007,150.02,151.73,146.3,146.78,2877000,18369020
18/04/2007,146.4,148.28,144.4,144.86,1901000,18585320
19/04/2007,145,145.4,141.11,143.12,2660500,19102380
20/04/2007,144.78,146.74,144,145.1,2224500,18484380
23/04/2007,146,146.5,143.4,143.89,2471000,15814620
24/04/2007,142.84,150.6,142.84,148.56,4124000,11731700
25/04/2007,150,153.36,150,151.6,4133500,7749720
26/04/2007,155.8,157.8,149.5,153.09,3749000,4723580
27/04/2007,153.76,155.29,148.2,149.69,3361500,16531500
30/04/2007,148.46,150.98,146.71,149.93,2463500,18719220
03/05/2007,150.8,152.68,147.1,148,3993500,22791840
04/05/2007,148.98,149.64,146.42,147.41,2318000,23521080
07/05/2007,148.07,149.18,144.4,145.95,3048000,23770340
08/05/2007,146.02,147.56,144.78,145.52,2118500,22592020
09/05/2007,145.8,146.78,143.24,145.82,2578500,23251220
10/05/2007,147.17,147.25,143.02,143.75,2292000,24726180
11/05/2007,142,144.75,140.46,143.86,3152500,24617000
14/05/2007,145.5,146.3,143.2,144.22,2006500,26326800
15/05/2007,144,144.92,143.3,144,1640500,26337100
16/05/2007,144.6,148.18,143.62,147.75,3104000,25428640
17/05/2007,149,151.6,148.25,150.57,4526000,22074960
18/05/2007,150.55,151.9,147.62,148.64,4106500,22410740
21/05/2007,147.6,149,145.24,145.83,3760500,22942220
22/05/2007,146.03,148.8,145.31,146.3,3587000,23541680
23/05/2007,146.8,147.2,141.82,142.33,3663500,23191480
24/05/2007,142,143.8,141.8,142.72,2105000,20993460
25/05/2007,141.6,145.95,141.04,145.6,3288500,17203060
28/05/2007,146.99,148.18,145.6,146.27,2913000,13672220
29/05/2007,147.08,148.34,146.2,147.91,3220500,8985720
30/05/2007,148.19,148.94,147.02,147.63,1667500,6820660
31/05/2007,148.75,151.36,148.6,150.75,2990500,4466080
01/06/2007,149.83,150.9,148.22,148.76,3067500,19786300
04/06/2007,147.6,147.6,142.6,143.07,3492000,23990760
05/06/2007,143.25,144.84,142.62,143.21,2569000,25049600
06/06/2007,142.68,142.68,137.2,138.35,5265000,29501260
07/06/2007,138,139.4,135.5,136.48,2842500,30424140
08/06/2007,134.7,135.49,130.4,131.21,3763000,32348180
11/06/2007,132.2,133.77,130,131.21,3250000,33180420
12/06/2007,131.8,131.8,127.48,129.05,2893000,33291660
13/06/2007,129.2,132.21,128.82,129.66,3936500,33240160
14/06/2007,130.97,131.4,128.47,129.32,3714000,36344580
15/06/2007,129.92,132.2,129.6,130.22,4651000,37318960
18/06/2007,131.2,131.38,128.82,129.18,3698500,36771000
19/06/2007,130.16,133.2,129.7,132.84,4476000,34776920
20/06/2007,133.8,137.4,133.63,136.7,5583000,29122220
21/06/2007,137.58,138.9,135.6,137.26,4589000,27579280
22/06/2007,135.2,136.8,134.12,136.19,2793500,25478080
25/06/2007,136.4,136.98,134.43,135.19,2023500,21716520
26/06/2007,134.61,136.58,134.03,136.04,2876500,17306060
27/06/2007,135.88,135.88,133.4,134.24,2671000,11851180
28/06/2007,133.95,134.77,132.63,133.12,2959000,4849240
29/06/2007,133.6,134.38,133.02,133.52,1189500,29709320
02/07/2007,134.2,136.72,133.44,135.36,2151500,29495080
03/07/2007,135.88,137.92,135.6,136.96,2096500,27980980
04/07/2007,138,140.48,136.68,139.21,3502500,26489540
05/07/2007,139.94,141.96,138.02,141.15,3455000,25632580
06/07/2007,142.78,142.78,139.02,140.64,3068000,25484260
09/07/2007,141.58,143,140.83,141.96,2253000,25049600
10/07/2007,142.78,148.2,142.68,147.32,5096500,24901280
11/07/2007,146.6,147.2,145.11,146.29,1954000,25537820
12/07/2007,146.4,149.7,145.22,148.75,3434500,26782060
13/07/2007,150,154.48,149,153.31,4982500,26559580
16/07/2007,152.4,156.48,150.44,152.23,6368500,31608640
17/07/2007,151.4,153.62,149.01,149.88,3812500,30850560
18/07/2007,150.78,150.78,146,148.87,3049000,29342640
19/07/2007,150,154.6,148.63,153.9,5731500,28755540
20/07/2007,154.99,156.18,152,152.83,5441000,23158520
23/07/2007,153.2,155.15,150.45,153.3,3200000,19798660
24/07/2007,153.88,154.2,148.82,149.5,2807500,15862000
25/07/2007,148.4,149.16,145.35,145.98,3315000,11385620
26/07/2007,146,152.4,146,146.98,4164500,5632040
27/07/2007,144.24,144.24,139.67,140.51,3337000,31505640
30/07/2007,141,143.2,140.2,142.39,2805500,29839100
31/07/2007,142.8,143.96,137.8,140.61,3749500,31635420
01/08/2007,135.6,136.4,132.23,133.38,3823000,32461480
02/08/2007,133,135.6,130.12,131.1,4271000,34550320
03/08/2007,132.01,133.69,131.1,131.53,2745000,33248400
06/08/2007,130,131,128.8,130.51,2281000,33713960
07/08/2007,132,133.78,131.26,131.73,2295500,33283420
08/08/2007,133.5,134.4,132.28,132.61,2065500,33285480
09/08/2007,134,136.58,131.62,132.64,4117000,31505640
10/08/2007,130,134.19,129.62,133.68,2918000,29954460
13/08/2007,134.58,138.78,134.06,138.16,3958500,28957420
14/08/2007,139.8,139.8,135.52,137.64,2408500,28819400
16/08/2007,134.4,134.56,129.22,131.8,2129000,28889440
17/08/2007,131.22,133.16,128,128.76,3735000,30568340
20/08/2007,131.2,132.58,129.05,130.13,2114000,29464180
21/08/2007,131.2,131.2,125.64,126.82,2404500,29622800
22/08/2007,127.02,128.51,123.6,124.46,3734500,30745500
23/08/2007,125.78,128.52,123.12,124.34,3733500,29167540
24/08/2007,126,132.2,126,131.37,4263000,27568980
27/08/2007,133.8,136.37,133.05,135.17,3422500,21500220
28/08/2007,135.4,135.4,131.6,132.66,3703000,15664240
29/08/2007,130.98,135.8,129.62,135.33,4814000,9622260
30/08/2007,136.6,139.8,135,136.3,4124500,4750360
31/08/2007,137.75,142.89,137.75,140.83,5289000,34778980
03/09/2007,141.6,142.21,139.08,141.05,4088500,36622680
04/09/2007,141.4,141.4,136.54,138.44,4952000,37261280
05/09/2007,139,142.8,137.58,139.93,6884000,37405480
06/09/2007,140,143.6,138.26,142.48,5295000,35617400
07/09/2007,143,143.54,139,139.5,3266000,35862540
10/09/2007,137.4,141.4,137.02,141.12,3569500,37240680
11/09/2007,141.2,141.4,137.82,138.53,2997500,37147980
12/09/2007,139.02,139.66,136.68,137.3,2777500,38120300
13/09/2007,137.8,139.96,137.04,138.95,3269000,36719500
14/09/2007,140.2,141.42,137.42,137.95,2975500,36058240
17/09/2007,137,139.6,137,138.42,2021500,35094160
18/09/2007,139,139.88,138.2,139.55,1662000,33994120
19/09/2007,141.6,146.82,141.4,144.85,6309000,29223160
20/09/2007,145.8,148.8,144.91,146.3,4589000,27047800
21/09/2007,146,148.2,145.6,147.33,3358000,23098780
24/09/2007,148,150.76,146.47,149.32,3936000,19510260
25/09/2007,148.3,149.6,145,147.56,2807500,15829040
26/09/2007,147,148.6,144.4,147.64,3279000,9813840
27/09/2007,149.68,152.16,147.8,150.55,3551500,4148840
28/09/2007,149.8,156.2,149.31,154.99,5606000,24800340
01/10/2007,156.4,157.48,153.05,154.6,4294500,24987800
03/10/2007,156.8,162.2,148.6,157.24,5509500,24538720
04/10/2007,156.8,161,154.4,160.47,5445500,25778840
05/10/2007,159,159,153.4,154.65,2695000,26013680
08/10/2007,156.92,157,148.31,152.14,2803000,25620220
09/10/2007,151.4,159.4,150.64,158.62,3071000,24975440
10/10/2007,160.4,163.78,158.49,160.9,3841000,26629620
11/10/2007,161.4,168.4,159.5,167.17,5604000,26913900
12/10/2007,165.94,167.8,157.23,160.2,4386000,25920980
15/10/2007,161.4,164.88,161,164.26,2249000,26052820
16/10/2007,162.8,165.2,160.06,164.33,2585000,26339160
17/10/2007,150,160.56,144.4,159.33,3330000,26946860
18/10/2007,161.58,164,152.41,155.63,2357500,26924200
19/10/2007,154.96,156.4,151.4,152.45,1693500,26771760
22/10/2007,149.2,156.2,149.2,154.63,2727000,23937200
23/10/2007,159.7,160.18,155.2,156.42,2780000,19378420
24/10/2007,157.8,159.2,153.6,154.53,3702500,11498920
25/10/2007,154.22,161.56,154,159.96,2804500,6097600
26/10/2007,156.3,161.96,154.4,160.86,3462000,18517340
29/10/2007,163,166.86,161,162.03,3333500,18816040
30/10/2007,163.4,163.8,152.2,154.6,3076500,20727720
31/10/2007,153.94,161.8,150.8,152.19,8435500,22707380
01/11/2007,153.94,154.6,148.11,149.27,2621000,22342760
02/11/2007,143.2,152.78,143.2,152.04,1935500,21947240
05/11/2007,150.2,150.2,146,146.81,2017500,21965780
06/11/2007,147.5,148.48,144.2,144.83,1327500,21529060
07/11/2007,145,147.58,142.6,144.63,1410500,21405460
08/11/2007,141.6,144.4,140.84,141.77,1358500,21386920
09/11/2007,141.61,142.4,137.02,138.37,438500,22165600
12/11/2007,136.1,139.4,134.22,137.93,1210500,21681500
13/11/2007,136.1,141.4,134.6,139.32,1517500,21580560
14/11/2007,140.22,143.8,140.22,142.43,1439500,21555840
15/11/2007,143.4,144.2,140.06,140.72,1524500,22713560
16/11/2007,139.6,142.96,137.8,140.45,1673000,23345980
19/11/2007,141.26,143.8,139.64,141.63,1411000,23486060
20/11/2007,141,144.2,139.2,141.8,2429500,22651760
21/11/2007,141.6,141.6,137.04,137.81,1392500,22962820
22/11/2007,137.6,139.75,135.9,138.59,1485500,21407520
23/11/2007,140.48,143.8,139.28,142.59,2692500,19030280
26/11/2007,144.8,145.4,141.8,142.73,2563000,14174860
27/11/2007,141.03,144.37,141,144.07,1776000,11330000
28/11/2007,144.41,145.08,142.2,143.49,2016000,6960740
29/11/2007,145,149,143.02,143.91,2205000,3343380
30/11/2007,145.42,149.72,143.31,147.95,2956500,22027580
03/12/2007,148.96,150.97,148,148.51,1661500,22684720
04/12/2007,148.22,150,146.43,149.21,1795000,21794800
05/12/2007,150.4,156.27,150.2,154.99,3443500,21230360
06/12/2007,156,156.39,152.98,153.86,1731500,20208600
07/12/2007,155,155.6,151.6,153,1523000,19409320
10/12/2007,153.99,154.74,149.12,151.53,1216000,19559700
11/12/2007,152.8,154.68,151.42,154.01,1090500,18624460
12/12/2007,152.8,155.33,151.45,154.53,1064500,18416400
13/12/2007,153.62,156.7,150.6,152.59,1804000,19114740
14/12/2007,151.05,152.2,141.51,149.88,1872000,20717420
17/12/2007,149,149.6,132,140.52,2164500,21924580
18/12/2007,141,142.86,139.9,141.73,1451500,20527900
19/12/2007,143.4,144.6,137.4,139.46,2343500,20128260
20/12/2007,140,143.4,140,142.82,2982000,15798140
24/12/2007,144,147.4,144,146.62,1958000,12230220
26/12/2007,148,151.8,147.8,151.28,2487500,6892760
27/12/2007,151.8,151.8,147.08,147.79,1796500,3743020
28/12/2007,146.6,148.79,145.6,148.1,1241500,24291520
31/12/2007,148.4,150.8,148,150.2,1394500,25241180
01/01/2008,151.6,155.2,149.04,154.41,3806500,28281740
02/01/2008,154.2,160.98,151.78,160.1,5449000,27647260
03/01/2008,160,164.6,157,160.22,6169500,29591900
04/01/2008,161.14,163.48,156,158.16,4964000,33530620
07/01/2008,156.8,162.6,154.45,158.42,3384000,34496760
08/01/2008,159.2,160.83,154.06,155.81,2671000,33734560
09/01/2008,154.8,158.74,151.74,155.38,3150000,35769840
10/01/2008,157.6,161.5,150,150.82,8603500,35879020
11/01/2008,152.02,154,148.3,153.48,2776000,33952920
14/01/2008,153.8,156.8,152.62,154.04,1567000,33586240
15/01/2008,155.02,156.38,152.4,154.39,2092500,32694260
16/01/2008,151,151.56,146.2,150.77,2965500,32090680
17/01/2008,150.4,151,147.24,148.4,1585000,32628340
18/01/2008,146,148.5,142.41,143.78,1377000,32107160
21/01/2008,141.2,142.4,125.02,130.46,2333000,29375600
22/01/2008,118,134.98,104.37,128.7,2000500,24501640
23/01/2008,136.71,139,126.6,132.38,1495500,24052560
24/01/2008,135.2,138.76,129.66,131.92,1715500,21329240
25/01/2008,134.5,142.94,134.44,142.11,1304000,19178600
28/01/2008,139,147.33,134.2,142.97,1735500,16745740
29/01/2008,144,147.8,140.01,143.12,2280500,11828520
30/01/2008,142.05,143.61,137.24,139.12,2058500,7572560
31/01/2008,139.89,143.56,138.71,139.94,2395000,3881040
01/02/2008,140.98,153.08,140.65,151.68,2350500,16848740
04/02/2008,153.6,158.38,153.6,154.83,1883500,17930240
05/02/2008,154,154.8,148.1,149.46,1928000,17188640
06/02/2008,144.8,146.45,142.6,145.84,1566500,17042380
07/02/2008,145.2,149,138.01,141.71,1100500,16255460
08/02/2008,143,145.34,138.7,141.3,864000,16232800
11/02/2008,141.6,143.18,136.2,139.49,796000,16461460
12/02/2008,140,141.98,136.4,136.97,668500,16218380
13/02/2008,138.2,142.97,138.2,142.1,921500,16300780
14/02/2008,145.6,148.4,144.52,146.65,899000,16521200
15/02/2008,144.99,151.2,143.28,149.79,1129000,16236920
18/02/2008,151,151,144,146.52,905000,16278120
19/02/2008,148.6,149.6,146.6,147.3,615000,16076240
20/02/2008,146,146,139.11,140.73,1180500,15985600
21/02/2008,142.8,144.13,139.4,141.08,954000,15334640
22/02/2008,139.24,139.77,137.4,138.8,881000,14230480
25/02/2008,140,141.32,138.51,140.93,1370500,11737880
26/02/2008,141.8,142.6,140.2,141.06,1682000,8184380
27/02/2008,141.99,143.35,140.84,141.46,1826500,4748300
28/02/2008,141.76,142.8,140.5,141.68,1340000,3394880
29/02/2008,140.8,143,137.08,139.97,2315000,15684840
03/03/2008,136.45,141.2,136.45,137.8,1534500,15229580
04/03/2008,137.95,140.94,136.55,139.35,1283500,14411760
05/03/2008,138.8,141.76,138.8,140.49,1256000,14778440
07/03/2008,139,139.41,130.4,132.33,1208000,15260480
10/03/2008,130.33,134.88,125.2,134.59,1011500,15501500
11/03/2008,133,133.19,130.03,130.86,1357000,16554160
12/03/2008,132.4,133.8,127.64,128.8,1551000,17009420
13/03/2008,127.08,128.79,122.02,123.25,1479000,16920840
14/03/2008,125.8,128.74,124,127.1,1143000,16152460
17/03/2008,124.2,124.94,119.4,121.51,1003500,15594200
18/03/2008,120.8,124.98,119.43,123.84,1422000,14595100
19/03/2008,127.4,130.4,126,128.81,1411500,13806120
24/03/2008,130.98,133.6,130.6,132.75,1489000,12465060
25/03/2008,134.85,137.6,134.41,136.59,1604000,9251460
26/03/2008,137,137.6,130.56,136.24,2350000,6381880
27/03/2008,131.7,134.57,126,130.88,3135000,2377240
28/03/2008,130.86,131.4,126.4,129.9,1786500,14974140
31/03/2008,129,129.7,124.08,124.8,1343500,15672480
01/04/2008,125.41,126.55,122.61,125.15,852000,15400560
02/04/2008,128,129.58,124.8,125.93,774500,14881440
03/04/2008,127.2,130,124.3,126.06,1580000,15577720
04/04/2008,127.4,127.4,120.72,122.58,1423500,15822860
07/04/2008,123.38,126.8,123.2,126.32,1050500,15923800
08/04/2008,125.64,126,123.81,125.02,660000,15682780
09/04/2008,124.7,126.6,123.6,126.01,712500,15670420
10/04/2008,125.01,127.98,123.82,124.49,868000,15474720
11/04/2008,125.08,126.47,124.2,124.54,612000,15244000
15/04/2008,123.61,127,121.2,125.16,1073000,14337600
16/04/2008,126.05,126.34,122.62,123.09,819000,14904100
17/04/2008,125,125,123.14,123.85,721000,14906160
21/04/2008,103.8,126.4,103.8,125.03,759000,14502400
22/04/2008,124.21,126.83,124.21,126.41,2099000,9251460
23/04/2008,126.2,127.54,126.2,126.9,1231500,6173820
24/04/2008,127.62,128.58,124.63,127.57,1531500,3860440
25/04/2008,128.78,128.78,126.65,128.14,586000,12108680
28/04/2008,128.99,128.99,125.05,126.21,720500,12969760
29/04/2008,126.8,128.9,125.82,128.1,715500,12804960
30/04/2008,128.8,133.2,128.8,132.88,1604500,13443560
02/05/2008,135.05,138.4,134.5,137.32,1539500,13569220
05/05/2008,137.39,137.4,132.65,136.74,1963500,15703380
06/05/2008,136.2,136.8,134.02,135.98,710000,15756940
07/05/2008,136.4,136.4,132.8,135.63,1008000,16315200
08/05/2008,134.13,134.4,132.2,133.55,494000,16282240
09/05/2008,132.2,134.74,132.05,133.62,495500,16125680
12/05/2008,134,134,132.01,132.77,603000,16282240
13/05/2008,133.8,133.8,130.6,132.26,664000,16562400
14/05/2008,132,135.55,132,133.87,1120500,16634500
15/05/2008,134.98,135.6,130.84,132.04,1203000,17761320
16/05/2008,132.45,134.48,131.73,133.87,961500,18039420
20/05/2008,133,135.57,133,135.05,788500,18057960
21/05/2008,134,138.79,133.32,137.32,973000,17981740
22/05/2008,135.8,136,130.47,131.09,1440500,18088860
23/05/2008,131.4,131.4,126.21,127.15,943500,18010580
26/05/2008,126.4,126.58,123.3,123.8,1666000,15425280
27/05/2008,124.25,124.79,121.9,123.52,2617500,11185800
28/05/2008,124.4,128.56,122.02,126.85,2659000,8151420
29/05/2008,125.98,127,116.26,116.79,2958000,3186820
30/05/2008,114.4,115.4,111.32,112.28,3163500,23533440
02/06/2008,113.54,114.09,108.61,109.74,1297000,23739440
03/06/2008,108.8,112.7,108.64,110.79,1215000,23455160
04/06/2008,112,112,104.01,104.9,1711000,24108180
05/06/2008,106,106,101.6,103.29,1878000,24406880
06/06/2008,106,106,102.43,103.77,1180500,24551080
09/06/2008,100.2,101.4,97.28,100.21,1074000,24581980
10/06/2008,99,102.4,98.3,98.82,1153000,24649960
11/06/2008,99.6,102.5,96.45,97.8,1416000,25560480
12/06/2008,96.11,98.9,93,98.04,1250500,25745880
13/06/2008,98.7,101.14,98,100.39,1805500,25473960
16/06/2008,102.02,104.2,101.22,103.35,1270500,24816820
17/06/2008,103.36,104.4,103.2,103.83,816500,24614940
18/06/2008,104.1,107.2,102.6,103.16,1622500,23636440
19/06/2008,101,103.05,100.22,100.59,837500,23321260
20/06/2008,100.43,101.32,96.23,97.48,1216500,21152080
23/06/2008,96.99,98.47,95.2,97.23,1102500,19650340
24/06/2008,97.6,98.88,94,95.43,1756500,16634500
25/06/2008,92,95.01,92,93.89,2424500,11667840
26/06/2008,95.02,98.34,92.2,97.27,2658500,6964860
27/06/2008,89.4,91,85.4,86.44,1285000,19032340
30/06/2008,85,85.6,81.11,82.1,1680500,19726560
01/07/2008,83,83.6,79.05,79.76,1614500,19666820
02/07/2008,80,83.2,75.75,82.42,1626500,19277480
03/07/2008,80.2,80.2,74.8,76.98,1206500,19965520
04/07/2008,77.33,79.41,76.06,78.81,583500,19740980
07/07/2008,78.4,80.94,76.4,76.93,1178000,20363100
08/07/2008,75.8,77,73.8,74.71,1289500,21281860
09/07/2008,77,80.48,76,79.49,1816500,20369280
10/07/2008,79.38,81.35,77.67,79.42,1349500,20400180
11/07/2008,79.78,80.9,77.3,78.81,1228500,19992300
14/07/2008,78.66,81.77,78.6,80.91,1275500,20577340
15/07/2008,79.2,79.2,76.5,78.35,1155000,20231260
16/07/2008,78.58,79.49,75.66,76.89,855500,20014960
17/07/2008,79.99,82.89,78.38,80.26,1808500,20906940
18/07/2008,82.01,84.2,80.36,83.32,1252000,19784240
21/07/2008,83.5,84.94,81.62,82.71,873500,18663600
22/07/2008,83.02,84.4,79.4,80.98,1437000,18535880
23/07/2008,84.16,88.8,83.34,87.07,1885500,16861100
24/07/2008,87.98,88.96,85.4,86.76,964500,16896120
25/07/2008,83.68,86.3,83.68,85.09,979500,16412020
28/07/2008,84,85.77,84,84.96,865500,14496220
29/07/2008,83.6,83.6,77.26,79.16,1937000,11321760
30/07/2008,81,85.18,79.45,82.58,2416000,8678780
31/07/2008,81.2,81.67,78.25,80.34,2156000,5378660
01/08/2008,77.4,77.56,75.5,76.09,2391000,26192900
04/08/2008,76.58,77.88,76,77.29,1039500,26308260
05/08/2008,77.1,81.3,77.1,80.7,1818500,25760300
06/08/2008,82.78,85.38,82.43,83.75,2052500,25869480
07/08/2008,83.8,88.6,83.22,87.41,2239000,25047540
08/08/2008,86.66,87.38,83.42,86.22,1712000,25331820
11/08/2008,88.1,89.8,87.26,88.55,1274500,24839480
12/08/2008,88.55,88.55,85.14,86.37,997000,24948660
13/08/2008,84.8,87.38,84.5,85.97,1155000,25939520
14/08/2008,85.22,85.98,84.07,84.81,979500,26462760
18/08/2008,84.8,85,82.1,82.93,1497500,28681380
19/08/2008,81.72,83.99,81.72,83.63,721500,28790560
20/08/2008,83.2,84.9,82.82,84.06,887500,28570140
21/08/2008,84.4,87.56,82.05,82.7,2245500,27406240
22/08/2008,81.81,84.4,81.81,84.04,1464500,25473960
25/08/2008,84.54,87.58,83.71,85.93,2564000,22231520
26/08/2008,84.64,86.69,84.08,86.54,3133000,14197520
27/08/2008,86.42,87.73,84.2,84.85,2469500,8666420
28/08/2008,85.56,85.96,83,83.64,2612000,3786280
29/08/2008,82.98,87.2,82.98,86.88,1260000,26697600
01/09/2008,86,86.18,84.07,85.69,1044500,28170500
02/09/2008,85.58,86.94,83.63,85.38,2381500,30088360
04/09/2008,83.8,85.4,83.04,84.77,1363000,29962700
05/09/2008,83.42,84.12,83,83.77,1484500,30076000
08/09/2008,86.4,88.56,85.63,86.08,2423000,30599240
09/09/2008,84.2,84.68,82.4,83.9,1437000,30177125
10/09/2008,83.02,83.98,82.86,83.54,776500,29824375
11/09/2008,83.53,84.1,81.4,83.06,1367000,30780625
12/09/2008,83.7,84.76,80.21,81.69,1542500,30444875
15/09/2008,79.32,79.7,76.2,77.9,1528000,29182625
16/09/2008,76.58,80.28,76.58,79.21,1033500,28751250
17/09/2008,79.94,82.17,78.2,81.2,2171500,28468625
18/09/2008,78.02,82.8,77.2,82.31,1193000,28812875
19/09/2008,86.8,87.3,83.69,85.02,2292000,26949250
22/09/2008,85.25,85.25,82,82.79,1698000,23302750
23/09/2008,81.2,83.88,78.3,79.28,5119500,14297000
24/09/2008,79,80.49,77.11,77.82,2375000,10251000
25/09/2008,77.5,78.01,76,76.77,2514500,4891750
26/09/2008,75.84,76.45,72.6,74.2,1050500,27465625
29/09/2008,73.4,74.98,69.28,70.18,1599000,27952250
30/09/2008,67,70.58,67,68.88,2546000,26626250
01/10/2008,69.76,69.76,67.28,68.09,1568500,27565500
03/10/2008,67.2,67.73,64.6,66.07,1812000,26870625
06/10/2008,64.6,67.4,62.02,62.56,2616000,26590125
07/10/2008,63.8,65.76,62.6,63.41,1609000,27185125
08/10/2008,60,63.56,58,60.27,2876000,26900375
10/10/2008,57.8,59.6,53.26,58.34,1916500,25922875
13/10/2008,60,61.6,59.31,60.25,2690500,26356375
14/10/2008,62.49,62.56,59.44,59.98,1687500,26301125
15/10/2008,59.6,61.4,56.12,56.65,1670000,26619875
